Tweet,Keyword
"Everything you need to know about the Covid-19 situation in Nepal.

Daily updates and insights, we have you covered 👇 

https://t.co/GdwHLzfBN1",COVID-19
"Nepal receives 345,600 doses of Pfizer-BioNTech’s bivalent Covid-19 vaccine

The Health Ministry has asked the provincial health agencies to demand vaccine doses to be administered as booster and second booster shots.

https://t.co/TubkDDUnJo",COVID-19
"Nepal reports 177 new Covid-19 cases

The number of active cases stands at 873.

https://t.co/EgJXq4BJkV",COVID-19
"South Korea calls China’s visa suspension ‘deeply regrettable’

Tuesday’s suspension by the Chinese embassy in South Korea was China’s first retaliatory move against countries imposing Covid-19 curbs on its travellers.

https://t.co/RyAlCCeMUa",COVID-19
"Four-times US Open winner John McEnroe said it would be “a joke” if Novak Djokovic is unable to compete at the US tournament starting later this month due to his Covid-19 vaccination status.

https://t.co/dYPrrQmQFY",COVID-19
"Nepal reports 31 new Covid-19 cases

The number of active cases stands at 142.

https://t.co/JjkREvo8m3",COVID-19
"Nepal reports 38 new Covid-19 cases

According to the ministry, 986,547 infected people have recovered from the disease so far. The number of active cases stands at 1,122.

https://t.co/anIWMf9AmQ",COVID-19
"The use of five substitutes, introduced as a tweak to the rules because of the Covid-19 pandemic, will be formally written into the Laws of the Game at a meeting in Doha on Monday, the International Football Association Board (IFAB) said.

https://t.co/u1czZH26OK",COVID-19
"Everything you need to know about the Covid-19 situation in Nepal.

Daily updates and insights, we have you covered 👇 

https://t.co/GdwHLzxdbB",COVID-19
"Everything you need to know about the Covid-19 situation in Nepal.

Daily updates and insights, we have you covered 👇 

https://t.co/GdwHLzfBN1",COVID-19
"Nepal reports 66 new Covid-19 cases

According to the ministry, 986,032 infected people have recovered from the disease so far. The number of active cases stands at 1,405.

https://t.co/0ilqYe9Jmo",COVID-19
"Nepal reports 915 new Covid-19 cases

Number of active cases stands at 5,433.

https://t.co/jJ32qHjs3U",COVID-19
"Chitwan reports first Covid-19 death in eight months

A total of 451 people have succumbed to Covid-19 in the district so far.

https://t.co/9NaqzK5sW5",COVID-19
"Pfizer-BioNTech’s bivalent Covid-19 vaccine likely to arrive this week

Experts urge authorities concerned to launch an awareness drive to boost vaccine uptake.

https://t.co/zvyNvEEa5S",COVID-19
"First phase of vaccination drive against Covid-19 for children aged between five and 11 starts

Around 2.2 million children from 27 districts including in the Kathmandu Valley will be inoculated in the first phase of the campaign.

https://t.co/OLKWPo2IuW",COVID-19
"Nepal reports 848 new Covid-19 cases

One new death was reported in the last 24 hours. Number of active cases stands at 5,259.

https://t.co/WQ3eJ23eZ3",COVID-19
"OPINION: The pandemic years

Covid-19 exposed a deep divide in how people perceive pandemics, science and vaccination.

https://t.co/ldsGESeNYD — by @sujeevshakya",COVID-19
"WHO director-general Tedros arrives in Nepal

Tedros is here to perceive the progress in the Covid-19 vaccination and typhoid vaccination drives which were launched with support from the UN health agency.

https://t.co/QcfzWMkNo1 — by @arjunpoudeltkp",COVID-19
"Nepal reports 69 new Covid-19 cases

The ministry released the data on new infections over the last four days in its daily situation report on Monday.

https://t.co/SES5YeZh9B",COVID-19
"Everything you need to know about the Covid-19 situation in Nepal.

Daily updates and insights, we have you covered 👇 

https://t.co/GdwHLzxdbB",COVID-19
"For some people, Covid-19 causes long-term effects, taking both physical and mental toll

As symptoms vary, doctors say long Covid is difficult to diagnose. Experts suggest seeking advice from specialists.
https://t.co/TS3HOvSJ3w — by @arjunpoudeltkp",COVID-19
"India will drop the pre-departure Covid test requirement for travellers coming from or via China, Singapore, Hong Kong, Korea, Thailand and Japan from Monday, the country's health ministry said, as Covid-19 infections have fallen sharply globally.

https://t.co/QqIoFMzcL6",COVID-19
"Covid test report now mandatory for all international arrivals

Passengers arriving in Nepal from the international sector should mandatorily present the Covid-19 international certificate with a bar code or Covid-19 PCR negative report.

https://t.co/9peuG0dAzf",COVID-19
"Next year, NEFTA awards goes to Texas

The award is being organised after a hiatus of two years due to the Covid-19 pandemic. The 10th NEFTA award ceremony was held in Kathmandu in March 2020.

https://t.co/UIKYbN7C5f — by Rukusha Giri",COVID-19
"Over 2.2 million paediatric doses of Covid-19 vaccine arrive from COVAX

The vaccine doses will be used as first and second doses in the 27 districts, where the first phase of vaccination campaign was launched from June 23.

https://t.co/S2ZjRVYKt3 — by @arjunpoudeltkp",COVID-19
"Shanghai authorities doubled down on their offensive against Covid-19 on Friday, launching a new round of city-wide testing and warning residents their three-week lockdown would only be lifted in batches once transmission is stamped out.

https://t.co/qs98kDPukp",COVID-19
"Nepal logs 18 new Covid-19 cases

According to the Health Ministry, 966,481 infected people have recovered from the disease so far and the number of active cases stands at 282.

https://t.co/LVl5qnQoAe",COVID-19
"Covid-19 vaccine candidates developed by a Sinopharm subsidiary and Sinovac Biotech to target the Omicron variant were approved for clinical trials in Hong Kong, the companies said on Saturday.

https://t.co/6DrluKBIhA",COVID-19
"Almost three times as many people have died as a result of Covid-19 as the official data show, according to a new World Health Organization report, the most comprehensive look at the true global toll of the pandemic so far.

https://t.co/D2yRHXd8zH",COVID-19
"Nepal logs 13 new Covid-19 cases

According to the Health Ministry, 965,980 infected people have recovered from the disease so far and the number of active cases stands at 637.

https://t.co/BdzGM6LW06",COVID-19
"Antimicrobial resistance: A pandemic long ignored

Antimicrobial resistance could gain the same global reputation as Covid-19 if it is not addressed urgently.

https://t.co/RXHsFjhQX0 — read opinion by Ritu Amatya &amp; Parishan Shrestha",COVID-19
"Nepal reports 781 new Covid-19 cases

Two new deaths were reported in the last 24 hours. Number of active cases stands at 5,775.

https://t.co/UzIEwwQv0d",COVID-19
"Everything you need to know about the Covid-19 situation in Nepal.

Daily updates and insights, we have you covered 👇 

https://t.co/GdwHLzfBN1",COVID-19
"The peak of China’s Covid-19 wave is expected to last two to three months, and will soon swell over the vast countryside where medical resources are relatively scarce.

https://t.co/Kph3oQNFac",COVID-19
"EDITORIAL: Unprepared

The country’s approach to Covid-19 control could be a recipe for disaster.

https://t.co/Fx3iULpdri",COVID-19
"Experts warn that the timing of the dengue outbreak is serious, as the country has already been dealing with a double whammy—outbreak of cholera and resurgence of Covid-19.

https://t.co/GbX3iV8Shm",COVID-19
"Nepal reports 564 new Covid-19 cases

One new death was reported in the last 24 hours. Number of active cases stands at 3,929.

https://t.co/lsf6owM4UC",COVID-19
"Nepal reports 20 new Covid-19 cases

According to the Health Ministry, 966,656 infected people have recovered from the disease so far and the number of active cases stands at 221.

https://t.co/Jbv9n9EB4Y",COVID-19
"Nepal logs 15 new Covid-19 cases

According to the Health Ministry, 966,456 infected people have recovered from the disease so far and the number of active cases stands at 298.

https://t.co/UN9rEpQlU6",COVID-19
"Nepal mandates Covid negative report or vaccine certificate for all international arrivals

Passengers arriving in Nepal from the international sector should mandatorily present the Covid-19 vaccine certificate or Covid-19 PCR negative report.

https://t.co/afcgd4sNV6",COVID-19
"The move came soon after Japan toughened Covid-19 rules for travellers coming directly from China, prescribing a negative result of a PCR test taken less than 72 hours before departure, as well as a negative test on arrival in Japan.

https://t.co/Q2AxrM3je4",COVID-19
"Nepal reports 15 new Covid-19 cases

The number of active cases stands at 98.

https://t.co/QiLaWtAcEZ",COVID-19
"Nepal logs 12 new Covid-19 cases

According to the Health Ministry, 966,339 infected people have recovered from the disease so far and the number of active cases stands at 375.

https://t.co/o2jQSHbMYu",COVID-19
"China reported almost 13,000 deaths related to Covid-19 in hospitals between January 13 and 19, adding to the nearly 60,000 in the month-or-so before that, as its experts say the wave of infections across the country has already peaked.

https://t.co/JF7RRhWT0B",COVID-19
"Nepal reports 53 new Covid-19 cases

According to the ministry, 986,419 infected people have recovered from the disease so far. The number of active cases stands at 1,178.

https://t.co/8P39tXISlt",COVID-19
"Nepal logs 44 new Covid-19 cases

According to the Health Ministry, 963,592 infected people have recovered from the disease so far and the number of active cases stands at 2,688.

https://t.co/YWGg52Z1wD",COVID-19
"Nepal requests additional 1.5m Pfizer-BioNTech’s bivalent vaccine doses

First lot of 1.5 million doses of Covid-19 bivalent vaccine will arrive on February 3, officials say.

https://t.co/9EviNbwRFN  — by @arjunpoudeltkp",COVID-19
"Police on Monday stopped and searched people at the sites of weekend protests in Shanghai and Beijing, after crowds there and in other Chinese cities demonstrated against stringent Covid-19 measures disrupting lives three years into the pandemic.

https://t.co/N2h2vW94Nn",COVID-19
"Nepal logs 22 new Covid-19 cases

According to the Health Ministry, 965,469 infected people have recovered from the disease so far and the number of active cases stands at 1,022.

https://t.co/gUroxvtgFF",COVID-19
"Nepal logs 23 new Covid-19 cases

According to the Health Ministry, 965,625 infected people have recovered from the disease so far and the number of active cases stands at 899.

https://t.co/u0hl1rXXyw",COVID-19
"The rise, fall, and rise of fashion rental business

Kathmandu’s fashion rental stores, which were dealt a huge blow by the Covid-19 pandemic, are now making a comeback.

https://t.co/846PbKlDH8 — by @Pinki_SR",COVID-19
"Nepal reports 173 new Covid-19 cases

According to the ministry, 981,059 infected people have recovered from the disease so far. The number of active cases stands at 3,612.

https://t.co/kK2MnS4VDm",COVID-19
"Nepal reports 55 new Covid-19 cases

The number of active cases stands at 280.

https://t.co/UHdvWpXS4H",COVID-19
"President Bidya Devi Bhandari, who has been infected with Covid-19, has been discharged from the hospital on Tuesday.

https://t.co/luSoLWf33i",COVID-19
"Nepal logs 18 new Covid-19 cases

According to the Health Ministry, 966,498 infected people have recovered from the disease so far and the number of active cases stands at 283.

https://t.co/LApSdrTc5a",COVID-19
"Asian Development Bank cuts Nepal’s annual growth forecast to 4.1 percent

Nepal’s downturn reflects tighter monetary policy, slackened domestic demand, the unwinding of the Covid-19 stimulus, and persistent global headwinds.

https://t.co/TiIdbJzrOT",COVID-19
"Everything you need to know about the Covid-19 situation in Nepal.

Daily updates and insights, we have you covered 👇 

https://t.co/GdwHLzfBN1",COVID-19
"One more Covid-19 death reported, 121 new cases

Of the 620 PCR tests taken in the last 24 hours, 58 people tested positive. Similarly, 63 people tested positive in a total of 1,757 antigen tests.

https://t.co/CQU52eJzSr",COVID-19
